epoch,acc,loss,val_acc,val_loss
0,0.33838661945487014,3.473154007374338,0.32317955409780114,3.564520666255692
1,0.34181330311505154,3.42860054586836,0.32609307129709136,3.5554909286507073
2,0.3435029892606772,3.411654974473672,0.32607298089513786,3.5580405148254908
3,0.3446418369693547,3.4052606088162727,0.32486738414207067,3.539691203982093
4,0.3480718981696068,3.390326341621964,0.3260528889464194,3.5448912558228307
5,0.3480786588936111,3.380452567499339,0.3258519535885758,3.5476264774396937
6,0.3485247346328163,3.372577454103994,0.32900659022039874,3.533513404537945
7,0.3507213276225634,3.3674011474524845,0.32641456061379837,3.532657444687868
8,0.3511471279580805,3.3528660686813576,0.32450570456361466,3.5367781079633693
9,0.3530361962249412,3.3472715222296885,0.330714515521296,3.53868343291741
10,0.35335047815885745,3.338637955843878,0.3304934909627419,3.515845537401246
11,0.35518547768230074,3.3344025485695985,0.33053367272896067,3.5269281753695023
12,0.35592893950969307,3.3218178653543977,0.33015190531451627,3.527893281053872
13,0.3572029627344621,3.317533449123819,0.32970985040557266,3.5357661111966876
14,0.35585797079745196,3.3144312083419223,0.3305537672029241,3.5168052220953907
15,0.3576895916194007,3.3058741118818955,0.32960938794271605,3.518312212830091
16,0.3592069285532965,3.303546842073145,0.3323219773742695,3.5153753069259217
17,0.3603592951966866,3.292368500655039,0.3298103223472302,3.5275302378383215
18,0.36126158716644274,3.289248994869,0.32968975840475645,3.5221600080394913
19,0.3609844776001615,3.285387569278828,0.3323621607896523,3.516052982777841
20,0.36099123650679743,3.2827115259914263,0.32788136832354975,3.524135444626473
21,0.3630019620371671,3.2763982286397266,0.3308752597898144,3.5135852563440597
22,0.36271133750779533,3.2744632764252297,0.33264346727183675,3.5281623213491606
23,0.3639245322819425,3.2637492736159945,0.33435139106129974,3.4966809826204965
24,0.3629377546495834,3.2654126064363718,0.33041311658318834,3.5112352142033516
25,0.3642320542847689,3.257828279617713,0.3297500403152126,3.5220811710664646
26,0.3648842736585021,3.254693339787274,0.33198039212785546,3.504894436411757
27,0.366063673997564,3.2477747789097204,0.3283033276483084,3.5192249613001003
28,0.3662089881343558,3.245709949999784,0.3303930260459004,3.5115168075424705
29,0.3680912981530429,3.2387021666872915,0.33230188085531864,3.5018123786580886
30,0.3681892994945046,3.2337432216980067,0.3314780613050892,3.5049144107991523
31,0.3687773097332814,3.23227353735303,0.3303327466978164,3.5051267866612323
32,0.3682264718266886,3.2263055605652022,0.32816267381707415,3.5092457505719987
33,0.36942952737666246,3.224788067026328,0.3310561013485703,3.50331566996694
34,0.3798008207077354,3.1020241339627845,0.33698360623725643,3.4079614187519067
35,0.38165947591282384,3.0787297035036847,0.3364611792704038,3.4017088830116533
36,0.38160540458309344,3.075137696333515,0.3357981062552454,3.4002158077195075
37,0.38122353440161527,3.0699182249503205,0.33822938472899644,3.4034343690106463
38,0.38130463966741973,3.0668585130739916,0.3374658405350836,3.3967042537943533
39,0.3815479545285031,3.060404570907035,0.334632695562571,3.4028590754036196
40,0.38340322913748176,3.056706478175373,0.3413840214961538,3.393565866091956
41,0.3832849520102264,3.0522151278252507,0.3369434155461499,3.392352948702717
42,0.3826327345570924,3.0462133076227262,0.33664201987822556,3.3916001504610787
43,0.3829334962994971,3.0437512749359654,0.3392943261974811,3.3868593634794117
44,0.38349447340145915,3.0393226074901625,0.33810882706460393,3.3979314964859264
45,0.383507990727481,3.0394045224193804,0.3385910642391864,3.391653661472279
46,0.385457887708127,3.032982411494658,0.3387116199388341,3.386902577757088
47,0.3849746377276198,3.0302390796402534,0.3375261187070753,3.388150852816106
48,0.3849543615744247,3.0275308502523597,0.34110271643557993,3.3950788475246103
49,0.3865494257088352,3.0219229578890086,0.3346728819834565,3.3946368094905552
50,0.38513346850679275,3.020520984282721,0.338550880278274,3.389643762957109
51,0.3862959713004908,3.0175531586430084,0.3360191288089334,3.3866535126923405
52,0.3852213326827581,3.0166807106189637,0.3394550738200184,3.3862449541158606
53,0.3864210091391613,3.010472888852878,0.33680276519049596,3.384327499530377
54,0.38562347839351363,3.012526538197661,0.33682285693800923,3.3856179983865755
55,0.3879079323080051,3.006697774421265,0.3387317167835457,3.38860011004478
56,0.3873401979509008,3.006003235510346,0.33987702792122654,3.3949010308686414
57,0.3882830432343799,3.0047101191994683,0.3350747457120536,3.388023354044836
58,0.38818842067921316,3.000112554890707,0.33700369440679034,3.3834057246358653
59,0.3893036121821345,2.9972572727345304,0.3336079417150171,3.393492119370923
60,0.38893526217625524,2.9933096129274035,0.3370639766513909,3.3819566063799673
61,0.3889758141696291,2.9961655752065517,0.3369836045473723,3.387480976338786
62,0.38923602396891577,2.9886116621259533,0.3386111543040014,3.3892570616223194
63,0.38994907339410606,2.9859467896199097,0.3386915259780636,3.3812451914630697
64,0.38904002258770953,2.9874619207955124,0.3382896665693901,3.384567471145338
65,0.3892968546038039,2.9869560534896875,0.3367424860292454,3.3953290929836086
66,0.3904052886156122,2.9814062039031364,0.33945507301519756,3.382020516576462
67,0.3900707310326707,2.9784947345047104,0.33650136420560445,3.3968139043375145
68,0.3904086666807005,2.9813665516181604,0.3375261201131164,3.389844777849092
69,0.39053370418449984,2.978154659135882,0.33543642276945634,3.391835270462993
70,0.3897057584799468,2.9752384344811396,0.3403793601422491,3.4013709229463704
71,0.3912501306679493,2.9728650826972722,0.3359588502962103,3.3988955348533674
72,0.3908851584235083,2.9730498841427866,0.33539623691146636,3.38769589387284
73,0.39145965219353335,2.9714815633559697,0.33895274284934235,3.39067028811882
74,0.3915035835800995,2.9688135859553864,0.33676257839534485,3.397562035375461
75,0.39210173293669653,2.9667203498914816,0.33533596285998946,3.391659668084606
76,0.39195979783909035,2.9618293023025886,0.3387719017486876,3.392773081177091
77,0.39313920012674974,2.9636467909098507,0.3392943267855273,3.3901342628489277
78,0.39307837216529146,2.9580134140414382,0.3373653728253223,3.3922581982955617
79,0.39267284591119983,2.9601155020468064,0.33656164789696613,3.3898277420300875
80,0.3918786957987244,2.960139220745458,0.33750602930815365,3.395939829921132
81,0.3925917412701189,2.9557111284771356,0.3357780099614528,3.3901308405592863
82,0.3932743731966203,2.9558456482860374,0.3362602484995597,3.392618722623231
83,0.39316623440273063,2.9568369099058294,0.3346527882753902,3.398039389966366
84,0.3941192179070788,2.952455427633802,0.33752612113351416,3.3861431455788478
85,0.39328451260983205,2.9513178657484,0.3374256555867088,3.3882525211130954
86,0.3946464003841115,2.949962551425799,0.3413036490454156,3.388598426733345
87,0.3945382603314085,2.9478497639668206,0.33804854259417094,3.38732833749534
88,0.3935852775022411,2.947506076330881,0.33839013210900953,3.396890360851837
89,0.3941192167208797,2.946387585038521,0.3381891997770287,3.3921042904748813
90,0.39413611352308137,2.9450765002826205,0.3368630477776243,3.396435894703217
91,0.39518372032142773,2.940536237119364,0.33917376675996785,3.395770207586405
92,0.3950282679934772,2.9402213190870023,0.33734528690497506,3.4024030485877153
93,0.39539662090946215,2.9393994003579738,0.3354967038451504,3.398847859856439
94,0.3952986188025807,2.941468541378428,0.33471306727974864,3.392851605367055
95,0.3950721998032399,2.9380721688600504,0.33738547150004317,3.3950459599408704
96,0.3961130460036748,2.9341557929499507,0.33871162093228474,3.3963881903255393
97,0.39596097324415735,2.932716039692715,0.33875180870112526,3.3988885321076365
98,0.39559262291841324,2.93201301361843,0.33824947680107287,3.3971101118808886
99,0.39578862661733055,2.9338603583466134,0.3359387557036795,3.397210912269673
100,0.3966503669483237,2.9320700778294637,0.3392139529323409,3.3981116334977326
101,0.397691213340315,2.9279822029161364,0.3354364258007085,3.399474852914079
102,0.3961062881559366,2.9272562837950225,0.34019852352799124,3.4023032996110683
103,0.39601504607904536,2.927972754559615,0.3376466830729183,3.4004593675657016
104,0.39737693185719064,2.9270212535308855,0.33372850011297023,3.4020315683447575
105,0.396359740866157,2.924871808961372,0.3356976379909722,3.4032845440745985
106,0.39859688570384827,2.9238275250116406,0.3373653802417699,3.3971598378390557
